,name,latitude,longitude,address,category,rating,category_count
2723,Decathlon,45.4687166181462,9.18228695131222,"Foro Buonaparte 74, 20121 Milan, Italy",Sports Wear,3.8,1
2724,Sermoneta Gloves,45.4714,9.19548,"Via Della Spiga, 46, 20121 Milan, Italy",Leather Goods,4.8,1
2725,Gucci,45.4679615419,9.19542387128,"Via Monte Napoleone 5/7, 20121 Milan, Italy","Children's Clothing, Men's Clothing, Women's Clothing",5.0,3
2726,Diffusione Tessile,45.46528,9.19709,"Galleria San Carlo 6, 20122 Milan, Italy",Women's Clothing,4.0,1
2727,Surimono,45.4669794,9.2009293,"Corso Monforte 25, 20122 Milan, Italy","Accessories, Home Decor",4.7,2
2728,Prada,45.46611,9.18999,"Galleria Vittorio Emanuele II 63, 20121 Milan, Italy","Leather Goods, Men's Clothing, Shoe Stores",4.1,3
2729,Boggi,45.463089,9.1978397,"Largo Augusto 10, 20122 Milan, Italy",Men's Clothing,4.0,1
2730,Naturino,45.4638599,9.19776,"via durini, 4, 20122 Milan, Italy",Shoe Stores,5.0,1
2731,Lady Schapira,45.4621870248709,9.20408244875289,"Corso di Porta Vittoria 40b, 20122 Milan, Italy","Women's Clothing, Accessories",5.0,2
2732,H&M,45.46569,9.19734,"Galleria Passarella 1, 20122 Milan, Italy","Accessories, Men's Clothing, Women's Clothing",3.5,3
2733,Coin,45.4625403,9.2066241,"Piazza Cinque Giornate 1A, 20129 Milan, Italy","Men's Clothing, Women's Clothing, Department Stores",3.5,3
2734,Grazia Leon,45.4621965499295,9.20539518280335,"Corso di Porta Vittoria 50, 20122 Milan, Italy",Women's Clothing,4.0,1
2735,Dmail,45.46624,9.19307,"Via San Paolo 15, 20121 Milan, Italy","Accessories, Home Decor",3.9,2
2736,Lola Calzature,45.46388,9.1965,"via Felice Cavallotti, 13, 20122 Milan, Italy","Children's Clothing, Shoe Stores",4.0,2
2737,Brian & Barry,45.4656,9.19832,"Via Durini 28, 20122 Milan, Italy","Women's Clothing, Men's Clothing, Accessories",2.7,3
2738,Salvagente,45.46584,9.21452,"Via Fratelli Bronzetti 16, 20129 Milan, Italy","Outlet Stores, Men's Clothing, Women's Clothing",3.5,3
2739,Wait and See,45.4618827,9.1830362,"Via Santa Marta 14, 20123 Milan, Italy",Women's Clothing,5.0,1
2740,Frida,45.48865,9.18729,"Via Pollaiuolo 3, 20159 Milan, Italy","Pubs, Italian, Fashion",3.7,3
2741,DB Living,45.48092,9.1998,"Via Pisani 6, 20100 Milan, Italy","Accessories, Home Decor, Gift Shops",3.8,3
2742,Spectrum,45.4792645665826,9.20218515850677,"Via Felice Casati 29, 20124 Milan, Italy","Shoe Stores, Sports Wear",3.8,2
2743,Decathlon,45.4687166181462,9.18228695131222,"Foro Buonaparte 74, 20121 Milan, Italy",Sports Wear,3.8,1
2744,Versace,45.46834,9.19498,"Via Monte Napoleone 11, 20121 Milan, Italy","Men's Clothing, Women's Clothing, Children's Clothing",4.9,3
2745,Verger,45.47903,9.1844,"Via Varese 1, 20121 Milan, Italy","Fashion, Cafes",4.3,2
2746,Sermoneta Gloves,45.4714,9.19548,"Via Della Spiga, 46, 20121 Milan, Italy",Leather Goods,4.8,1
2747,Pleasures Shop,45.48237,9.19772,"via fara 7, 20124 Milan, Italy","Sports Wear, Watches",4.0,2
2748,Aroma Napoletano by Bar Mexico Napoli,45.49006111972474,9.189695527171724,"Via Traù 2, 20159 Milan, Italy","Coffee & Tea, Bakeries",4.5,2
2749,Fashion Outlet,45.48181,9.20067,"Via Vittor Pisani 12A, 20124 Milan, Italy","Accessories, Men's Clothing, Women's Clothing",3.0,3
2750,Marzialsport,45.48555,9.21918,"Via Cappellini 14, 20124 Milan, Italy",Sports Wear,4.0,1
2751,Carpe Diem,45.4768673,9.206343,"Viale Tunisia 1, 20124 Milan, Italy","Accessories, Home Decor, Gift Shops",4.3,3
2752,Deus Ex Machina,45.4908970401687,9.18902512639761,"Via Thaon de Revel 3, 20159 Milan, Italy",Sports Wear,4.0,1
2753,Gucci,45.4679615419,9.19542387128,"Via Monte Napoleone 5/7, 20121 Milan, Italy","Children's Clothing, Men's Clothing, Women's Clothing",5.0,3
2754,Dolly Bar,45.47561,9.20337,"Viale Vittorio Veneto 6, 20124 Milan, Italy","Bars, Cafes, Coffee & Tea",3.6,3
2755,Pause,45.4804993,9.2122002,"Via Federico Ozanam 7, 20129 Milan, Italy","Bars, Women's Clothing",4.3,2
2756,Mutinelli Cappelli,45.47601,9.2062899,"Corso Buenos Aires, 5, 20124 Milan, Italy",Accessories,4.5,1
2757,Donato Ricci,45.4803799,9.20173,"Via Tenca 12, 20124 Milan, Italy","Men's Clothing, Women's Clothing",3.0,2
2758,Stradivarius,45.47614396,9.20641065,"Via Lazzaro Palazzi 2, 20124 Milan, Italy","Women's Clothing, Accessories",4.2,2
2759,Milanosport,45.4790115,9.2013597,"Viale Tunisia 35, 20124 Milan, Italy",Sports Wear,0.0,1
2760,Salvagente,45.46584,9.21452,"Via Fratelli Bronzetti 16, 20129 Milan, Italy","Outlet Stores, Men's Clothing, Women's Clothing",3.5,3
2761,Arte del Ricevere,45.46669,9.21357,"Via Macedonio Melloni 35, 20129 Milan, Italy","Coffee & Tea, Tea Rooms",4.0,2
2762,Midali,45.4639336277439,9.2144493367706,"Via Fratelli Bronzetti 23, 20129 Milan, Italy",Women's Clothing,4.0,1
2763,Alvisi / Ermanno,45.46495,9.21332,"Via Goffredo Mameli, 24, 20129 Milan, Italy","Shoe Stores, Shoe Repair",5.0,2
2764,Bar Piceno,45.4650895685848,9.21764731407166,"Viale Piceno 28, 20129 Milan, Italy",Coffee & Tea,4.0,1
2765,Sermoneta Gloves,45.4714,9.19548,"Via Della Spiga, 46, 20121 Milan, Italy",Leather Goods,4.8,1
2766,Miki Thumb,45.467960357666,9.1817798614502,"Via Fiamma Galvano 40, 20129 Milan, Italy","Accessories, Women's Clothing, Shoe Stores",4.0,3
2767,Mania Vintage,45.4661110240244,9.21490509063005,"Via Fratelli Bronzetti 11, 20129 Milan, Italy","Used, Vintage & Consignment",0.0,2
2768,Penelope Mercatino dell'Usato,45.466671,9.2094498,"Via Macedonio Melloni 6, 20129 Milan, Italy","Antiques, Thrift Stores, Used, Vintage & Consignment",4.0,4
2769,Gucci,45.4679615419,9.19542387128,"Via Monte Napoleone 5/7, 20121 Milan, Italy","Children's Clothing, Men's Clothing, Women's Clothing",5.0,3
2770,Matricola Pub,45.4755823,9.2233832,"Viale Romagna 43, 20133 Milan, Italy","Pubs, Cafes, Cocktail Bars, Coffee & Tea",3.5,4
2771,Mutinelli Cappelli,45.47601,9.2062899,"Corso Buenos Aires, 5, 20124 Milan, Italy",Accessories,4.5,1
2772,Shabby Chic,45.46502,9.20866,"Via Benvenuto Cellini 21, 20129 Milan, Italy","Used, Vintage & Consignment",4.5,2
2773,Carpe Diem,45.4768673,9.206343,"Viale Tunisia 1, 20124 Milan, Italy","Accessories, Home Decor, Gift Shops",4.3,3
2774,Altalen,45.4650859,9.2086627,"Via Benvenuto Cellini 21, 20129 Milan, Italy",Hats,5.0,1
2775,Surimono,45.4669794,9.2009293,"Corso Monforte 25, 20122 Milan, Italy","Accessories, Home Decor",4.7,2
2776,Midali on the road,45.4639499,9.21405,"Via Marcona, 34, 20129 Milan, Italy",Women's Clothing,0.0,1
2777,Dolly Bar,45.47561,9.20337,"Viale Vittorio Veneto 6, 20124 Milan, Italy","Bars, Cafes, Coffee & Tea",3.6,3
2778,Matia's Fashion Outlet,45.4701040281355,9.20077535483338,"Corso Venezia 37, 20121 Milan, Italy","Outlet Stores, Fashion",4.3,2
2779,Stradivarius,45.47614396,9.20641065,"Via Lazzaro Palazzi 2, 20124 Milan, Italy","Women's Clothing, Accessories",4.2,2
2780,Auguri Bar Di Li Xuefang,45.4862654,9.2372591,"Piazza Monte Titano 7, 20132 Milan, Italy","Cafes, Coffee & Tea",4.5,2
2781,Officina 171,45.48516,9.23547,"Via Salieri 6, 20131 Milan, Italy","Women's Clothing, Men's Clothing, Shoe Stores",3.0,3
2782,Matricola Pub,45.4755823,9.2233832,"Viale Romagna 43, 20133 Milan, Italy","Pubs, Cafes, Cocktail Bars, Coffee & Tea",3.5,4
2783,Caramelle,45.48543,9.23448,"Piazza Gobetti, 14, 20131 Milan, Italy",Shoe Stores,4.0,1
2784,Pizzi Ricci e Stravizi,45.48341,9.24259,"Via Conte Rosso 26, 20134 Milan, Italy","Baby Gear & Furniture, Maternity Wear, Children's Clothing",4.0,3
2785,Norapel di Spirli Eleonora,45.48516,9.23547,"Via Antonio Salieri, 6, 20131 Milan, Italy",Shoe Stores,0.0,1
2786,Kammi,45.485,9.23162,"Via Capranica 18, 20131 Milan, Italy",Shoe Stores,3.5,1
2787,Samarcalza di Simona Cavallaro,45.48362,9.23638,"Via Valvassori Peroni, 83, 20133 Milan, Italy",Lingerie,0.0,1
2788,Sporchia / Leonida,45.48412,9.23633,"Piazza Bottini Enrico, 6, 20100 Milan, Italy",Fashion,0.0,1
2789,DE Fazio Giampiero,45.48527,9.23488,"Via Viminale, 10, 20131 Milan, Italy",Shoe Stores,0.0,1
2790,Paoletta,45.4855109446398,9.23494913622655,"Via Salieri Antonio 1, 20131 Milan, Italy",Women's Clothing,0.0,1
2791,Atmosfera,45.48542,9.23422,"Piazza Gobetti Pietro, 12, 20131 Milan, Italy","Men's Clothing, Women's Clothing",3.0,2
2792,Il Caffè del Borgo,45.4839399,9.2424199,"Via Conte Rosso, 27, 20134 Milan, Italy","Coffee & Tea, Bars",4.0,2
2793,Albert Calzature,45.48542,9.23422,"Piazza Pietro Gobetti, 12, 20131 Milan, Italy",Shoe Stores,3.0,1
2794,Salvagente Bimbi,45.47768,9.22039,"Via Balzaretti 28, 20133 Milan, Italy",Children's Clothing,4.3,1
2795,Fatto da Yo,45.4917615,9.2181944,"Viale Monza 51, 20127 Milan, Italy","Fashion, Customized Merchandise, Screen Printing",5.0,3
2796,Share,45.4888636,9.2204625,"Viale Padova 36, 20131 Milan, Italy","Used, Vintage & Consignment, Women's Clothing, Children's Clothing",4.0,4
2797,Caty Oriental Bazar,45.48415,9.22318,"Via Vallazze 34, 20131 Milan, Italy","Costumes, Sports Wear",4.0,2
2798,Jump,45.48127,9.2259,"Via Pacini 13, 20131 Milan, Italy",Shoe Stores,4.0,1
2799,Tresse Sport,45.49158,9.21809,"Viale Monza 49, 20127 Milan, Italy",Sports Wear,4.0,1
2800,Drogheria Soana,45.46557,9.18025,"Corso Magenta 1, 20123 Milan, Italy","Specialty Food, Coffee & Tea, Beer, Wine & Spirits",4.1,4
2801,Allegra Unione,45.46784,9.17577,"MM Cadorna, 20123 Milan, Italy",Women's Clothing,3.3,1
2802,Figus Designer,45.46586,9.17607,"Corso Magenta 31, 20123 Milan, Italy","Jewelry, Leather Goods, Accessories",5.0,3
2803,Teatro Litta,45.46573609,9.17893097,"Corso Magenta 24, 20123 Milan, Italy","Performing Arts, Opera & Ballet, Music Venues, Cafes, Coffee & Tea",4.3,5
2804,Decathlon,45.4687166181462,9.18228695131222,"Foro Buonaparte 74, 20121 Milan, Italy",Sports Wear,3.8,1
2805,Chà Tea Atelier,45.4562303,9.1768833,"Via Marco d'Oggiono 7, 20123 Milan, Italy","Coffee & Tea, Tea Rooms",4.3,2
2806,Scarpe lowcost Cadorna,45.46777,9.17603,"Piazza Cadorna 13, 20123 Milan, Italy",Shoe Stores,3.0,1
2807,Chicche di Calze,45.46591,9.17721,"C. Magenta, 27, 20123 Milan, Italy",Lingerie,4.0,1
2808,Starfly,45.46857,9.18103,"Piazza Castello 1, 20121 Milan, Italy","Buses, Bus Rental",3.0,2
2809,Prada,45.46611,9.18999,"Galleria Vittorio Emanuele II 63, 20121 Milan, Italy","Leather Goods, Men's Clothing, Shoe Stores",4.1,3
2810,Verger,45.47903,9.1844,"Via Varese 1, 20121 Milan, Italy","Fashion, Cafes",4.3,2
2811,Fini Patrizia,45.4661873,9.1761986,"Via Giosuè Carducci 11, 20123 Milan, Italy",Lingerie,4.0,1
2812,Mauro Leone,45.4547551,9.180644,"Corso di Porta Ticinese 103, 20123 Milan, Italy",Shoe Stores,4.4,1
2813,Michele Lopriore,45.46843,9.17755,"Piazzale Luigi Cadorna 4, 20123 Milan, Italy",Shoe Stores,0.0,1
2814,Wait and See,45.4618827,9.1830362,"Via Santa Marta 14, 20123 Milan, Italy",Women's Clothing,5.0,1
2815,I Cento Fiori,45.46867,9.17236,"Via Vincenzo Monti 28, 20123 Milan, Italy","Jewelry, Women's Clothing",4.0,2
2816,Pierluigi Giulini,45.46903,9.17677,"Via Paleocapa Pietro 4, 20121 Milan, Italy","Accessories, Wholesale Stores, Men's Clothing",0.0,3
2817,Berlin Caffè,45.45884,9.17981,"Via Gian Giacomo Mora 9, 20123 Milan, Italy","Cocktail Bars, Sandwiches, Cafes, Coffee & Tea",4.3,4
2818,Atelier Jennipie,45.46578,9.17984,"Corso Magenta 10, 20123 Milan, Italy",Lingerie,4.0,1
2819,Sacchi Guanti,45.46563,9.17871,"Corso Magenta, 15/A, 20123 Milan, Italy",Accessories,4.0,1
2820,Chà Tea Atelier,45.4562303,9.1768833,"Via Marco d'Oggiono 7, 20123 Milan, Italy","Coffee & Tea, Tea Rooms",4.3,2
2821,Serendeepity,45.45351,9.18023,"Corso di Porta Ticinese 100, 20123 Milan, Italy","Vinyl Records, Used, Vintage & Consignment",3.8,3
2822,Mauro Leone,45.4547551,9.180644,"Corso di Porta Ticinese 103, 20123 Milan, Italy",Shoe Stores,4.4,1
2823,Yoga Shop,45.45304,9.17757,"Viale Gabriele D'Annunzio 25, 20125 Milan, Italy","Sports Wear, Yoga",4.3,2
2824,Altromercato,45.45029,9.17983,"Corso San Gottardo 16, 20136 Milan, Italy","Grocery, Accessories",4.3,2
2825,Caffè del Borgo,45.45079,9.1801,"Corso San Gottardo 9, 20136 Milan, Italy","Coffee & Tea, Cafes",4.0,2
2826,Tutto a Mezz'Euro e Più,45.45012,9.17982,"Corso San Gottardo  18, 20136 Milan, Italy","Home Decor, Accessories",4.5,2
2827,Guendj,45.45123,9.17308,"Ripa Porta Ticinese 47, 20144 Milan, Italy","Used, Vintage & Consignment",4.0,2
2828,Torrefazione Colombia,45.4495999,9.17998,"Corso San Gottardo 21, 20136 Milan, Italy",Coffee & Tea,4.3,1
2829,Individuals,45.4530243974417,9.17462069515119,"Via Vigevano 11, 20144 Milan, Italy","Swimwear, Lingerie",4.0,2
2830,Lolita Calzature,45.45405,9.18037,"Corso di Porta Ticinese 96, 20123 Milan, Italy",Shoe Stores,4.3,1
2831,Mauro Leone,45.455669,9.180478,"Corso di Porta Ticinese 60, 20123 Milan, Italy",Shoe Stores,3.8,1
2832,Vintage,45.45184,9.17601,"Via Ripa di Porta Ticinese 17, 20143 Milan, Italy","Used, Vintage & Consignment",4.0,2
2833,Camiceria Vitali,45.451,9.18011,"Corso San Gottardo 7, 20136 Milan, Italy",Men's Clothing,4.5,1
2834,Ago e Spago,45.45197,9.1837199,"Viale Col di Lana 12, 20136 Milan, Italy",Shoe Stores,4.3,1
2835,North Shore,45.451564,9.177683,"Alzaia Naviglio Pavese 6, 20143 Milan, Italy",Surf Shop,0.0,1
2836,Berlin Caffè,45.45884,9.17981,"Via Gian Giacomo Mora 9, 20123 Milan, Italy","Cocktail Bars, Sandwiches, Cafes, Coffee & Tea",4.3,4
2837,Crabby,45.45405,9.18037,"Corso di Porta Ticinese 96, 20123 Milan, Italy","Accessories, Men's Clothing, Women's Clothing",2.8,3
2838,Calzature Gallon,45.45329,9.18068,"Via Piazza S. Eustorgio, 4, 20122 Milan, Italy",Shoe Stores,4.0,1
2839,Wait and See,45.4618827,9.1830362,"Via Santa Marta 14, 20123 Milan, Italy",Women's Clothing,5.0,1
2840,Jean Marie,45.46681,9.1486699,"Piazza De Angeli 14, 20149 Milan, Italy",Women's Clothing,4.0,1
2841,Marino Calzature,45.46681,9.1486699,"Piazza De Angeli, 14, 20146 Milan, Italy",Shoe Stores,3.0,1
2842,Sabbia Rosa,45.46681,9.1486699,"Piazza DE Angeli Ernesto, 14, 20146 Milan, Italy",Lingerie,0.0,1
2843,La Bottega Delle Fiabe,45.4677896,9.151888,"Via Carlo Ravizza 7, 20149 Milan, Italy",Children's Clothing,5.0,1
2844,Gems,45.4675320056832,9.15133088858337,"Via Raffaello Sanzio 29, 20149 Milan, Italy","Women's Clothing, Men's Clothing, Accessories",5.0,3
2845,Idealscarpa,45.46669,9.15198,"Via Marghera 41, 20149 Milan, Italy",Fashion,3.5,1
2846,Nazionale,45.4675789,9.1525803,"Via Carlo Ravizza 4, 20149 Milan, Italy","Italian, Coffee & Tea",0.0,2
2847,Sport Ok,45.46679,9.15225,"Via Marghera 37, 20149 Milan, Italy",Fashion,4.0,1
2848,Walter,45.46637,9.151,"Via Marghera 53, 20149 Milan, Italy",Shoe Stores,2.5,1
2849,Marro Calzature,45.46637,9.151,"Via Marghera 53, 20149 Milan, Italy",Shoe Stores,0.0,1
2850,Yamamay,45.4675070302168,9.15442395955324,"Via Marghera 3, 20149 Milan, Italy",Lingerie,4.0,1
2851,Midali,45.46698,9.15227,"Via Marghera 22, 20149 Milan, Italy",Women's Clothing,0.0,1
2852,Spadarella,45.4672447055373,9.1529759030154,"Via Marghera 18, 20149 Milan, Italy","Jewelry, Accessories",0.0,2
2853,Bar Degli Angeli,45.4669894985175,9.1466224193573,"Via Parmigianino 19, 20146 Milan, Italy","Coffee & Tea, Chocolatiers & Shops",4.0,2
2854,Conbipel,45.4671,9.15372,"Via Cuneo 4, 20149 Milan, Italy","Leather Goods, Men's Clothing, Women's Clothing",3.0,3
2855,Corazzina / Maria Luisa,45.46605,9.15068,"Piazza DE Angeli Ernesto, 1, 20146 Milan, Italy",Leather Goods,0.0,1
2856,Esibiusi,45.46649,9.15124,"Via Marghera, 51, 20149 Milan, Italy",Shoe Stores,0.0,1
2857,Intimo Cantaluppi,45.46744,9.1544,"Via Marghera 3, 20149 Milan, Italy",Lingerie,5.0,1
2858,UN Passo Avanti,45.46637,9.151,"Via Marghera, 53, 20100 Milan, Italy",Shoe Stores,0.0,1
2859,Belfiore,45.46732,9.15791,"Via Belfiore 9, 20145 Milan, Italy",Shoe Stores,3.8,1
2860,Linea Z221,45.5286605,9.2295049,"Piazza Primo Maggio, 20099 Sesto San Giovanni, Italy","Public Transportation, Buses",4.0,2
2861,Sport Mission,45.5179199,9.20755,"Viale Fulvio Testi, 216, 20126 Milan, Italy",Sports Wear,0.0,1
2862,Oviesse,45.5226383341185,9.21503698214601,"Viale Sarca 232, 20126 Milan, Italy","Women's Clothing, Men's Clothing, Children's Clothing",0.0,3
2863,Latteria e Caffetteria Nilo,45.52579,9.20857,"Viale Suzzani 275, 20162 Milan, Italy","Bars, Coffee & Tea",5.0,2
2864,Arcobaleno,45.5073001730033,9.20342456549406,"Via Elio Reguzzoni 4, 20125 Milan, Italy","Used, Vintage & Consignment",5.0,2
2865,CVG Moda,45.521276,9.21519,"Via Friedrich Von Hayek, 20126 Milan, Italy","Men's Clothing, Women's Clothing, Children's Clothing",3.0,3
2866,Universosport,45.5257111,9.2146397,"Viale Sarca 336, 20126 Milan, Italy",Sports Wear,0.0,1
2867,Boutique del Caffè,45.50827,9.20126,"Viale Fulvio Testi 81, 20162 Milan, Italy",Coffee & Tea,4.0,1
2868,Props Outlet dell'Usato,45.5192663,9.1956674,"20162 Milan, Italy","Home & Garden, Used, Vintage & Consignment",0.0,3
2869,OVS,45.527008,9.229034,"Viale Ercole Marelli 335, 20099 Sesto San Giovanni, Italy","Children's Clothing, Men's Clothing, Women's Clothing",2.0,3
2870,S&M Calzature,45.50678,9.19979,"V.le Ca' Granda 2, 20162 Milan, Italy",Shoe Stores,0.0,1
2871,Bimbo' Tutto Per Il Bimbo e la Mamma,45.5192663,9.1956674,"20162 Milan, Italy",Children's Clothing,0.0,1
2872,Autobus 81,45.5230008,9.2279544,"Sesto Marelli M1, Milan, Italy",Buses,3.0,1
2873,Bimbo' tutto per il bimbo e la mamma,45.5192663,9.1956674,"Viale Suzzani, 18 ang. Ca granda, 20162 Milan, Italy",Children's Clothing,0.0,1
2874,Edicolè,45.5216252,9.2132765,"Via Chiese 60, 20126 Milan, Italy","Coffee & Tea, Books, Mags, Music & Video",0.0,4
2875,Guadagni / Emilio,45.5148,9.20805,"Viale Sarca, 163, 20125 Milan, Italy",Fashion,0.0,1
2876,Caffetteria Gelateria Dolomiti di Foti Santo,45.50254,9.2246,"Via Petrocchi Policarpo, 34, 20127 Milan, Italy","Ice Cream & Frozen Yogurt, Coffee & Tea, Piadina",0.0,3
2877,Calzoleria,45.5277786,9.2130804,"Viale Fulvio Testi, Milan, Italy",Shoe Stores,0.0,1
2878,Facchini Fulvia & C.,45.51068,9.22394,"Viale Monza, 249, 20126 Milan, Italy","Orthopedists, Lingerie",0.0,2
2879,Studio D & D,45.5216252,9.2132765,"Via Chiese, 60, 20126 Milan, Italy",Shoe Stores,0.0,1
2880,Galise Maria Laura,45.44298,9.22386,"Viale Lucania, 25, 20139 Milan, Italy",Shoe Stores,0.0,1
2881,Vertigini,45.4484482,9.2106895,"Viale Umbria 7, 20135 Milan, Italy","Shoe Stores, Accessories, Luggage",5.0,3
2882,Mas que nada,45.4503,9.20491,"Corso Lodi 12, 20135 Milan, Italy",Women's Clothing,4.7,1
2883,La Reception,45.4363,9.23499,"Via Toffetti, 9, 20139 Milan, Italy",Fashion,4.0,1
2884,Bazaar della Lana,45.4486599,9.20743,"Corso Lodi 24, 20135 Milan, Italy",Women's Clothing,4.0,1
2885,I Santi,45.45134,9.20468,"Via Bernardino Corio, 2, 20135 Milan, Italy",Leather Goods,4.0,1
2886,Sakurasan,45.45577,9.20599,"viale Lazio, 6, 20135 Milan, Italy","Arts & Crafts, Accessories, Women's Clothing",5.0,3
2887,Marcoleone di Marco Cremonesi,45.44032,9.22249,"Via Gamboloita, 5, 20139 Milan, Italy","Leather Goods, Men's Clothing, Beer, Wine & Spirits",0.0,4
2888,Maglieria Tina,45.45092,9.21841,"Via Tito Livio 24, 20137 Milan, Italy","Men's Clothing, Women's Clothing, Lingerie",4.0,3
2889,Camiceria Olga,45.4553986,9.2119598,"Via Comelico 3, 20135 Milan, Italy","Sewing & Alterations, Men's Clothing, Women's Clothing",4.0,3
2890,Torrefazione Sant Teresita,45.44102,9.22174,"Corso Lodi 112, 20139 Milan, Italy",Coffee & Tea,0.0,1
2891,Bar Lodi,45.4467832762324,9.21142764226131,"Corso Lodi 45, 20137 Milan, Italy","Cafes, Coffee & Tea",0.0,2
2892,Brenta M3,45.4425064935407,9.21917907948916,"Viale Brenta, 20139 Milan, Italy",Buses,0.0,1
2893,La Panchetta,45.4446326008123,9.21420713999069,"Corso Lodi 60, 20139 Milan, Italy",Women's Clothing,0.0,1
2894,Studio Zeta,45.4515763525677,9.21144349112097,"Via Friuli 26, 20135 Milan, Italy","Men's Clothing, Women's Clothing",0.0,2
2895,Fantasia Intima di Gozzini Via,45.44129,9.22184,"Corso Lodi, 113, 20139 Milan, Italy",Lingerie,0.0,1
2896,Pasticceria O'Sullivan's,45.4516602,9.2053204,"Via Corio 8, 20135 Milan, Italy",Coffee & Tea,5.0,1
2897,Miu Miu,45.45703,9.21036,"Via Fogazzaro Antonio 28, 20135 Milan, Italy","Accessories, Women's Clothing",0.0,2
2898,CaffetTiAmo,45.43698,9.2422,"Via Bruno Cassinari 11, 20138 Milan, Italy",Coffee & Tea,5.0,1
2899,Tex Arcobaleno Camicie e Cravatte,45.44877,9.20862,"via Friuli, 1, 20135 Milan, Italy",Fashion,4.0,1
2900,Decathlon,45.4687166181462,9.18228695131222,"Foro Buonaparte 74, 20121 Milan, Italy",Sports Wear,3.8,1
2901,Caffè Hodeidah,45.48236,9.16705,"Via Piero della Francesca 8, 20154 Milan, Italy","Coffee & Tea, Cafes, Coffee Roasteries",4.8,3
2902,Supreme,45.473,9.18386,"Corso Garibaldi 20, 20121 Milan, Italy","Men's Clothing, Accessories, Skate Shops",4.5,3
2903,La Zacca,45.4714584623099,9.18446529139347,"Via San Carpoforo 2, 20121 Milan, Italy","Accessories, Arts & Crafts",4.0,2
2904,Versace,45.46834,9.19498,"Via Monte Napoleone 11, 20121 Milan, Italy","Men's Clothing, Women's Clothing, Children's Clothing",4.9,3
2905,Verger,45.47903,9.1844,"Via Varese 1, 20121 Milan, Italy","Fashion, Cafes",4.3,2
2906,Montezemolo,45.47524,9.18368,"Corso Garibaldi 50, 20121 Milan, Italy",Men's Clothing,4.7,1
2907,Surplus Corso Garibaldi,45.47229,9.18376,"Corso Garibaldi 7, 20121 Milan, Italy","Women's Clothing, Men's Clothing, Used, Vintage & Consignment",3.6,4
2908,Kusmi Tea,45.472095,9.1861574,"Via Fiori Chiari 24, 20121 Milan, Italy",Coffee & Tea,4.5,1
2909,Sermoneta Gloves,45.4714,9.19548,"Via Della Spiga, 46, 20121 Milan, Italy",Leather Goods,4.8,1
2910,Alfonso Garlando,45.47041,9.18491,"Via Madonnina 1, Angolo Piazza Del Carmine, 20121 Milan, Italy",Shoe Stores,3.8,1
2911,Blue Deep,45.473854,9.1872062,"Via Solferino 5, 20121 Milan, Italy",Women's Clothing,4.7,1
2912,Drogheria Soana,45.46557,9.18025,"Corso Magenta 1, 20123 Milan, Italy","Specialty Food, Coffee & Tea, Beer, Wine & Spirits",4.1,4
2913,Marc by Marc Jacobs,45.47043,9.18538,"Piazza del Carmine 6, 20121 Milan, Italy","Men's Clothing, Women's Clothing",3.7,2
2914,GuidoMaggi,45.47218,9.1866,"Via Fiori Chiari 18, 20121 Milan, Italy",Shoe Stores,5.0,1
2915,Prada,45.46611,9.18999,"Galleria Vittorio Emanuele II 63, 20121 Milan, Italy","Leather Goods, Men's Clothing, Shoe Stores",4.1,3
2916,Officina Slowear,45.47484,9.18711,"Via Solferino 18, 20121 Milan, Italy",Men's Clothing,4.0,1
2917,Gucci,45.4679615419,9.19542387128,"Via Monte Napoleone 5/7, 20121 Milan, Italy","Children's Clothing, Men's Clothing, Women's Clothing",5.0,3
2918,Figus Designer,45.47507,9.18362,"Corso Garibaldi 46, 20121 Milan, Italy","Jewelry, Leather Goods, Accessories",5.0,3
2919,Slam Jam,45.47152,9.18215,"Via Lanza 1, 20121 Milan, Italy","Shoe Stores, Men's Clothing",3.0,2
2920,Chà Tea Atelier,45.4562303,9.1768833,"Via Marco d'Oggiono 7, 20123 Milan, Italy","Coffee & Tea, Tea Rooms",4.3,2
2921,Mauro Leone,45.4547551,9.180644,"Corso di Porta Ticinese 103, 20123 Milan, Italy",Shoe Stores,4.4,1
2922,Serendeepity,45.45351,9.18023,"Corso di Porta Ticinese 100, 20123 Milan, Italy","Vinyl Records, Used, Vintage & Consignment",3.8,3
2923,Abnormal Gallery,45.4409,9.18134,"Via Bonghi Ruggero 17, 20136 Milan, Italy","Bars, Cafes, Coffee & Tea",3.5,3
2924,Vintage Shop,45.4458,9.17636,"Alzaia Naviglio Pavese 52, 20143 Milan, Italy","Antiques, Used, Vintage & Consignment",4.5,3
2925,Ago e Spago,45.45197,9.1837199,"Viale Col di Lana 12, 20136 Milan, Italy",Shoe Stores,4.3,1
2926,Torrefazione De Pedrina,45.44752,9.1799,"Via Tabacchi Odoardo, 1, 20136 Milan, Italy","Coffee & Tea, Coffee Roasteries",4.5,2
2927,Guendj,45.45123,9.17308,"Ripa Porta Ticinese 47, 20144 Milan, Italy","Used, Vintage & Consignment",4.0,2
2928,Yoga Shop,45.45304,9.17757,"Viale Gabriele D'Annunzio 25, 20125 Milan, Italy","Sports Wear, Yoga",4.3,2
